link,title,description,thumbnail_link
https://vnexpress.net/quang-tri-cam-truong-hoc-giao-hoi-phu-huynh-van-dong-thu-tien-4504749.html,"Quảng Trị cấm trường học giao Hội phụ huynh vận động, thu tiền",Sở Giáo dục và Đào tạo Quảng Trị yêu cầu các trường phổ thông không được giao Hội phụ huynh vận động ...,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/tim-lai-niem-tin-vao-tinh-yeu-sau-ly-hon-4504675.html,Tìm lại niềm tin vào tình yêu sau ly hôn,"Mất niềm tin vào mọi thứ sau khi kết thúc cuộc hôn nhân 10 năm, chị Như Ý luôn khắc nghiệt với mọi...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/trao-luu-nghi-huu-som-4504657.html,Trào lưu nghỉ hưu sớm,"Áp lực công việc, không muốn gắn cả cuộc đời ở văn phòng, thay đổi quan điểm từ Covid-19... là những...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bat-luc-vi-chong-qua-hien-4503963.html,'Bất lực vì chồng quá hiền',"20 năm hôn nhân, chị Thủy bất lực vì chồng luôn kìm nén ở chỗ làm do nhút nhát nhưng lại cục...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/dong-dat-o-quang-ngai-4504759.html,Động đất ở Quảng Ngãi,"Trận động đất mạnh 2,5 độ xảy ra ở xã Sơn Kỳ, huyện Sơn Hà, độ sâu chấn tiêu 10 km, sáng 28/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/doi-ken-cong-an-bieu-dien-tren-pho-di-bo-nguyen-hue-4504701.html,Đội kèn công an biểu diễn trên phố đi bộ Nguyễn Huệ,"TP HCM85 nghệ sĩ thuộc đội kèn công an tham gia trình diễn tại phố đi bộ Nguyễn Huệ (quận 1) thu hút đông đảo người dân đến xem, tối 27/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/anh-noi-nga-tang-quan-khong-tac-dong-den-the-tran-o-ukraine-4504822.html,Anh nói Nga tăng quân không tác động đến thế trận ở Ukraine,"Bộ Quốc phòng Anh cho hay họ không biết Nga có thể tăng quy mô quân đội bằng cách nào, nhưng điều này cũng không ảnh hưởng đến chiến sự ở Ukraine.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/tau-chien-my-di-qua-eo-bien-dai-loan-4504773.html,Tàu chiến Mỹ đi qua eo biển Đài Loan,Hai tàu chiến Mỹ di chuyển qua eo biển Đài Loan lần đầu tiên từ sau chuyến thăm hòn đảo của Chủ tịch Hạ viện Nancy Pelosi hồi đầu tháng.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/cau-do-chat-doc-duoc-tam-vao-mon-an-nao-4504815.html,Câu đố: Chất độc được tẩm vào món ăn nào?,"Vụ đầu độc quy mô lớn xảy ra tại bữa tiệc, chỉ có ba vị khách sống sót, cảnh sát cần tìm hiểu món ăn nào có độc.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/an-mang-tu-cuoc-tinh-lam-lo-voi-voi-nam-phu-huynh-4504787.html,Án mạng từ cuộc tình lầm lỡ với với nam phụ huynh,"TRUNG QUỐCLý quen Chiến trong lúc đến nhà dạy phụ đạo cho con anh ta, song cuộc tình với người đàn ông đã ly hôn này không được gia đình cô ủng hộ.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bon-trai-nghiem-moi-cho-chuyen-di-2-9-4503731.html,Bốn trải nghiệm mới cho chuyến đi 2/9,"Đi bụi trên nhà di động, đến biển vô cực, check in khu nghỉ mới… là các gợi ý kỳ nghỉ cho chuyến đi ngắn ngày dịp 2/9.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/di-gia-dinh-mua-toyota-vios-hay-honda-city-4504677.html,"Đi gia đình, mua Toyota Vios hay Honda City?","Nhà tôi ba người, ưu tiên không gian sử dụng, nhất là hàng ghế sau vì có trẻ nhỏ. (Đoàn Đức)",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/khi-ung-dung-chia-se-vi-tri-thanh-thuoc-do-tinh-ban-4504775.html,Khi ứng dụng chia sẻ vị trí thành thước đo tình bạn,"Khi nhận thông báo một người bạn ngừng chia sẻ vị trí trên iPhone với mình, Okoro cảm thấy như bị phản bội.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nen-chon-viec-tam-bo-luong-cao-hay-viec-on-dinh-luong-thap-4504804.html,Nên chọn việc tạm bợ lương cao hay việc ổn định lương thấp,"Em là nữ, học lực khá, đang học thêm chứng chỉ TESOL và tìm kiếm công việc sau khi ra trường.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ban-gai-quan-he-voi-tinh-cu-khi-gian-toi-4503030.html,Bạn gái quan hệ với tình cũ khi giận tôi,"Tôi và bạn gái từng yêu nhau say đắm, tôi cảm nhận em có thể làm mọi thứ, kể cả quay lưng với gia đình để đến bên tôi.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/chenh-venh-tuoi-29-4493192.html,Chênh vênh tuổi 29,"Tôi từng trải qua một mối tình, đang độc thân, vừa rời bỏ công việc văn phòng đã gắn bó hơn năm năm.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/chay-dua-phau-thuat-tham-my-de-dep-nhu-tay-4504329.html,Chạy đua phẫu thuật thẩm mỹ để 'đẹp như Tây',"Ngày càng có nhiều người Việt, cả phụ nữ lẫn nam giới, chạy theo những tiêu chuẩn vô lý về cái đẹp (số đo, đường nét, tỷ lệ cơ thể...).",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/che-thai-do-bac-si-vien-cong-sao-khong-kham-vien-tu-4504120.html,Chê thái độ bác sĩ viện công - sao không khám viện tư?,"Đến viện công, giá rẻ, hãy chuẩn bị tâm lý đón nhận những tiêu cực từ hệ quả nhân viên y tế bị quá tải, lương thấp, áp lực cao...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/danh-bac-si-dong-dinh-via-he-chi-lam-nghiem-trong-van-de-4504635.html,"Đánh bác sĩ, đóng đinh vỉa hè chỉ làm nghiêm trọng vấn đề",Mọi vấn đề sẽ thêm phần trầm trọng nếu dùng bạo lực để giành lấy phần lợi về mình.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bien-ho-vo-co-van-de-nen-chong-ngoai-tinh-4504632.html,Biện hộ 'vợ có vấn đề' nên chồng ngoại tình,"Nhiều người chồng luôn đổ lỗi cho vợ không quan tâm, không biết chăm sóc chồng con, không biết chia sẻ nghìn lý do khác nên mới có bồ.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/con-buom-an-nap-o-dau-4504349.html,Con bướm ẩn nấp ở đâu?,Bạn phải mất bao lâu mới có thể thấy con bướm ở đâu?,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ho-4504627.html,Hổ lao vào vuốt ve chó nhà,"Trước sự quan tâm của hổ, chú chó không hề sợ hãi mà nằm yên tận hưởng.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ngua-cuoi-tuoi-khi-chup-anh-ke-4504641.html,Ngựa cười tươi khi chụp ảnh ké,"'Rồi cuối cùng ai là nhân vật chính trong những bức ảnh này', một người xem ảnh hài hước.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/doi-ken-cong-an-bieu-dien-tren-pho-di-bo-nguyen-hue-4504701.html,Đội kèn công an biểu diễn trên phố đi bộ Nguyễn Huệ,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/runner-nuoc-ngoai-chinh-phuc-duong-chay-vm-nha-trang-4504774.html,Runner nước ngoài chinh phục đường chạy VM Nha Trang,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/khu-thu-gian-am-thuc-mien-phi-sau-duong-dua-vm-nha-trang-4504751.html,"Khu thư giãn, ẩm thực miễn phí sau đường đua VM Nha Trang",,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nhung-bong-hong-tu-tin-tren-duong-chay-vm-nha-trang-4504757.html,Những bóng hồng tự tin trên đường chạy VM Nha Trang,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bien-nha-trang-dong-nghit-khach-4504649.html,Biển Nha Trang đông nghịt khách,"Hàng nghìn người đổ ra bãi biển Trần Phú, TP Nha Trang tắm biển, vui chơi chiều cuối tuần.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/doi-ken-cong-an-bieu-dien-tren-pho-di-bo-nguyen-hue-4504701.html,Đội kèn công an biểu diễn trên phố đi bộ Nguyễn Huệ,"85 nghệ sĩ thuộc đội kèn công an tham gia trình diễn tại phố đi bộ Nguyễn Huệ (quận 1) thu hút đông đảo người dân đến xem, tối 27/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/runner-nuoc-ngoai-chinh-phuc-duong-chay-vm-nha-trang-4504774.html,Runner nước ngoài chinh phục đường chạy VM Nha Trang,Nhiều runner người nước ngoài bất ngờ với không khí náo nhiệt ở VnExpress Marathon Marvelous Nha Trang sáng 28/8 và mong muốn tham dự thêm các giải chạy khác tại Việt Nam.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/khu-thu-gian-am-thuc-mien-phi-sau-duong-dua-vm-nha-trang-4504751.html,"Khu thư giãn, ẩm thực miễn phí sau đường đua VM Nha Trang",,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nhung-bong-hong-tu-tin-tren-duong-chay-vm-nha-trang-4504757.html,Những bóng hồng tự tin trên đường chạy VM Nha Trang,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bien-nha-trang-dong-nghit-khach-4504649.html,Biển Nha Trang đông nghịt khách,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/doi-ken-cong-an-bieu-dien-tren-pho-di-bo-nguyen-hue-4504701.html,Đội kèn công an biểu diễn trên phố đi bộ Nguyễn Huệ,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/runner-nuoc-ngoai-chinh-phuc-duong-chay-vm-nha-trang-4504774.html,Runner nước ngoài chinh phục đường chạy VM Nha Trang,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/khu-thu-gian-am-thuc-mien-phi-sau-duong-dua-vm-nha-trang-4504751.html,"Khu thư giãn, ẩm thực miễn phí sau đường đua VM Nha Trang",,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nhung-bong-hong-tu-tin-tren-duong-chay-vm-nha-trang-4504757.html,Những bóng hồng tự tin trên đường chạy VM Nha Trang,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bien-nha-trang-dong-nghit-khach-4504649.html,Biển Nha Trang đông nghịt khách,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://ngoisao.vnexpress.net/dieu-thao-phia-truoc-la-bau-troi-nhi-nhanh-ben-em-gai-9x-4504808.html,Diệu Thảo 'Phía trước là bầu trời' nhí nhảnh bên em gái 9X,Diệu Thảo 'Phía trước là bầu trời' lần đầu khoe em gái 9X tại hậu trường liveshow 'Dáng em' tối 27/8.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://ngoisao.vnexpress.net/tinh-moi-cua-pique-lam-duoc-dieu-shakira-khong-the-4504286.html,Tình mới của Pique 'làm được điều Shakira không thể',,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://ngoisao.vnexpress.net/moi-quan-he-gay-tranh-cai-cua-elon-musk-va-nu-nhan-vien-4504471.html,Mối quan hệ gây tranh cãi của Elon Musk và nữ nhân viên,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://e.vnexpress.net/photo/places/five-high-end-resorts-offering-rice-terrace-views-4502884.html,Five high-end resorts offering rice terrace views,"During harvest season when the terraced fields look more stunning than ever, tourists can choose one of these resorts to experience the full beauty of the northwest region.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://e.vnexpress.net/news/companies/vietnams-first-cargo-airline-inks-deals-with-global-manufacturers-chairman-4504834.html,Vietnam's first cargo airline inks deals with global manufacturers: chairman,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://e.vnexpress.net/photo/places/10-camping-destinations-to-escape-holiday-crowds-4504281.html,10 camping destinations to escape holiday crowds,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
